protein_row_id,structure_unique_sequence_id,PLMSearch_query_original,PLMSearch_query_normalized,PLMSearch_hit_count,PLMSearch_top1_target,PLMSearch_top1_score,PLMSearch_top1_confidence_level,PLMSearch_top2_target,PLMSearch_top3_target,PLMSearch_top4_target,PLMSearch_top5_target,PLMSearch_top6_target,PLMSearch_top7_target,PLMSearch_top8_target,PLMSearch_top9_target,PLMSearch_top10_target,PLMSearch_top11_target,PLMSearch_top12_target,PLMSearch_top13_target,PLMSearch_top14_target,PLMSearch_top15_target,PLMSearch_top16_target,PLMSearch_top17_target,PLMSearch_top18_target,PLMSearch_top19_target,PLMSearch_top20_target
1184,SEQ_AA7F237A8919,R0395_phdfingerdomain_SEQ_AA7F237A8919|phdfingerdomain|ASI1-immunoprecipitated protein 2,R0395_phdfingerdomain_SEQ_AA7F237A8919|phdfingerdomain|ASI1-immunoprecipitated_protein_2,20,Q9M9L0,0.4359443100325393,low,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q54L48,Q9DAG9,Q9UT86,Q9BWX1,Q9UBF6,Q6AXW4,Q9WTZ1,Q9FEN9,F4JL28,Q9D4J7,Q5R5Z2,Q8IWS0,Q08DR0,Q9W636,P0DH78
1195,SEQ_F39519E23676,R0396_centyrin_SEQ_F39519E23676|centyrin|,R0396_centyrin_SEQ_F39519E23676|centyrin|,20,Q6DF48,0.37204314435432906,low,Q6DD09,Q9DEX1,Q2KJ21,Q5R7H1,Q13137,Q9SB67,O18737,A2BGD5,Q9P7K7,Q4R914,P70615,P09010,Q21443,Q6ZI50,P14731,Q8CGU1,Q66HR5,Q1LWB0,P20700
1197,SEQ_2E09491F3A05,R0397_centyrin_SEQ_2E09491F3A05|centyrin|,R0397_centyrin_SEQ_2E09491F3A05|centyrin|,20,Q6DF48,0.3663010187921145,low,Q6DD09,Q9DEX1,Q2KJ21,Q9P7K7,Q9SB67,A2BGD5,Q5R7H1,Q21443,P70615,P09010,P86861,Q6ZI50,Q13137,P14731,O18737,Q4R914,Q25313,P20700,P14733
1199,SEQ_06DEA59C61BD,R0398_betarolldomain_SEQ_06DEA59C61BD|betarolldomain|Thermal hysteresis protein YL-1,R0398_betarolldomain_SEQ_06DEA59C61BD|betarolldomain|Thermal_hysteresis_protein_YL-1,1,O16119,0.44626110141887665,low,,,,,,,,,,,,,,,,,,,
1200,SEQ_0E256123C5D1,R0399_centyrin_SEQ_0E256123C5D1|centyrin|,R0399_centyrin_SEQ_0E256123C5D1|centyrin|,20,Q6DF48,0.3817708657534169,low,Q6DD09,Q9DEX1,Q2KJ21,P70615,P09010,Q5R7H1,P14731,P14733,P20700,O18737,Q13137,A2BGD5,Q21443,Q03252,Q4R914,Q9SB67,Q8CGU1,Q66HR5,P21619
1201,SEQ_6D7C8B31707C,R0400_affimer_SEQ_6D7C8B31707C|affimer|,R0400_affimer_SEQ_6D7C8B31707C|affimer|,20,P81061,0.9994000196456909,high,P01038,J3SE80,P01037,P08935,P01036,B2Z450,P21460,P09228,Q10992,P81714,Q03196,Q06445,Q945Q1,Q9LEI7,Q10993,P15175,P25973,Q98967,Q91195
1202,SEQ_1E3684A965BB,R0401_centyrin_SEQ_1E3684A965BB|centyrin|,R0401_centyrin_SEQ_1E3684A965BB|centyrin|,20,Q6DF48,0.3683394251923229,low,Q6DD09,Q9DEX1,Q5R7H1,Q2KJ21,Q13137,O18737,Q4R914,P70615,Q9P7K7,A2BGD5,Q9SB67,P09010,P20700,P14733,P14731,Q21443,Q8LD98,Q8CGU1,Q66HR5
1204,SEQ_B0838071AE16,R0402_affimer_SEQ_B0838071AE16|affimer|,R0402_affimer_SEQ_B0838071AE16|affimer|,20,O08692,1.0,high,Q710A0,Q27967,Q70I47,Q70TH4,Q710A1,Q8K1I3,U5KJM6,P15175,P81714,Q6QLQ5,Q2IAL6,P08935,Q10992,P26203,P26202,O88969,Q2IAL7,P49788,Q9H114
1205,SEQ_2C0E32A63F2A,R0403_affimer_SEQ_2C0E32A63F2A|affimer|,R0403_affimer_SEQ_2C0E32A63F2A|affimer|,20,O19092,1.0,high,P01034,O19093,O97862,P21460,P01035,P14841,P01038,P01037,Q15828,P01036,Q2XXN5,E3P6P4,J3SE80,J3RYX9,E3P6N4,E3P6N5,E3P6N6,E3P6P3,P09228
1206,SEQ_5094FC9DCD03,R0404_affimer_SEQ_5094FC9DCD03|affimer|,R0404_affimer_SEQ_5094FC9DCD03|affimer|,20,O19092,1.0,high,P01034,O19093,O97862,P21460,P01035,P14841,P01038,Q15828,P01037,P01036,Q2XXN5,E3P6P4,J3SE80,J3RYX9,E3P6N4,E3P6N5,E3P6N6,E3P6P1,E3P6P3
1207,SEQ_CF2185905107,R0405_centyrin_SEQ_CF2185905107|centyrin|,R0405_centyrin_SEQ_CF2185905107|centyrin|,20,Q6DF48,0.36231079607376593,low,Q6DD09,Q9DEX1,Q2KJ21,Q5R7H1,Q13137,A2BGD5,Q9SB67,Q9P7K7,Q8LD98,O18737,Q4R914,P70615,Q6ZI50,Q66HR5,A2A6M5,Q8CGU1,P14731,P09010,Q5RD60
1209,SEQ_664F51E69502,R0406_Ibody_SEQ_664F51E69502|Ibody|30S ribosomal protein S5,R0406_Ibody_SEQ_664F51E69502|Ibody|30S_ribosomal_protein_S5,20,A4WFB1,0.9997000098228455,high,Q32B48,A1AGJ2,A7MPG7,A7ZSJ2,A8A5A8,A8AQJ8,A9MN66,A9MSY1,B1IPZ6,P0A7W1,P0A7W2,P0A7W3,P0A7W4,P0A7W5,P0A7W6,Q6CZY7,Q5PK01,Q57J49,Q3YWV6
1210,SEQ_053FFDB924D3,R0407_phdfingerdomain_SEQ_053FFDB924D3|phdfingerdomain|PHD finger protein ING2,R0407_phdfingerdomain_SEQ_053FFDB924D3|phdfingerdomain|PHD_finger_protein_ING2,20,Q9M9L0,0.45714954339977254,low,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q54L48,Q9UT86,Q9DAG9,Q9UBF6,Q9WTZ1,Q6AXW4,Q9FEN9,Q9BWX1,F4JL28,P0DH78,Q8N6M9,Q20052,Q5R5Z2,Q8IWS0,Q9D4J7
1211,SEQ_F2D95FA7CA7A,R0408_Ibody_SEQ_F2D95FA7CA7A|Ibody|30S ribosomal protein S11,R0408_Ibody_SEQ_F2D95FA7CA7A|Ibody|30S_ribosomal_protein_S11,20,A1AGI8,0.9988999962806702,high,A1JS03,A4WFA5,A6TEV0,A7ZSI6,A8A5A2,A9MN70,A9N8C1,B1IQ02,B1LHB1,B1X6E9,B2U2R6,B2VK73,B4F1K7,B4SUR8,B4TJY7,B4TXC0,B5F7S3,B5FJJ2,B5RH38
1213,SEQ_B66D6923AA45,R0409_knottin_SEQ_B66D6923AA45|knottin|Pro-gurmarin,R0409_knottin_SEQ_B66D6923AA45|knottin|Pro-gurmarin,20,B1P1H2,0.9973999857902527,high,Q75WH4,Q9XZK8,D2Y1Y5,P0DJA9,D2Y1X8,D2Y1Z6,Q3YED5,C8CK79,B3FIU2,P0CB10,O76200,Q9BPA0,Q9BP99,D2Y1Y6,Q2I2R4,D2Y1Y2,P0CB09,D2Y1Y7,P0C201
1219,SEQ_4EB9E02E4F8A,R0410_phdfingerdomain_SEQ_4EB9E02E4F8A|phdfingerdomain|PHD finger-like domain-containing protein 5A,R0410_phdfingerdomain_SEQ_4EB9E02E4F8A|phdfingerdomain|PHD_finger-like_domain-containing_protein_5A,8,Q9VMC8,0.9969000220298767,high,P83870,P83871,Q7RTV0,P0DI19,Q0WMV8,Q06835,Q9UTB8,,,,,,,,,,,,
1224,SEQ_FE34FCA478B6,R0411_affimer_SEQ_FE34FCA478B6|affimer|,R0411_affimer_SEQ_FE34FCA478B6|affimer|,20,P32766,1.0,high,O88969,O60676,Q80ZN5,Q8K5A3,Q9D269,Q9H114,Q80Y72,Q8VII3,Q8VII2,Q9H112,Q9DAN8,P19313,Q8VIH8,P28325,Q331K1,Q9JM84,P35481,Q2NKZ5,Q7M429
1228,SEQ_C5D2F162404A,"R0412_EVH1domain_SEQ_C5D2F162404A|EVH1domain|Sprouty-related, EVH1 domain-containing protein 2",R0412_EVH1domain_SEQ_C5D2F162404A|EVH1domain|Sprouty-related_EVH1_domain-containing_protein_2,20,Q9Y5J5,0.3356724854579163,low,Q9QZC7,Q9WV95,Q5PQT7,B5XG43,Q969T9,P97765,Q8R478,Q0V987,Q9HB19,Q3ZBA3,Q2YDL1,Q9HB21,Q8R3T5,Q99KE3,Q8NFX7,P38271,Q8BUL6,Q503L1,Q91ZM9
1230,SEQ_2549C6F1545B,"R0413_betarolldomain_SEQ_2549C6F1545B|betarolldomain|Depolymerase, capsule K1-specific",R0413_betarolldomain_SEQ_2549C6F1545B|betarolldomain|Depolymerase_capsule_K1-specific,20,P94409,0.5177986744180387,medium,O31912,P19870,P26389,P0CD64,P37775,P27644,P0C1A6,P71244,P26509,Q9F284,P18192,P0C1A7,P24548,P49426,Q4WBT4,B0Y9F8,Q2UBD8,Q00001,A1DBT5
1231,SEQ_04D974EF3A78,R0414_EVH1domain_SEQ_04D974EF3A78|EVH1domain|Protein enabled,R0414_EVH1domain_SEQ_04D974EF3A78|EVH1domain|Protein_enabled,20,Q503L1,0.37746616648372644,low,Q9P805,B5XG43,A1L2W9,Q0V987,Q9Y5J5,Q9WV95,Q5PQT7,O31847,P92985,Q8RWG8,Q9ST43,Q54KD9,A0A1B0GW35,Q9LMK7,P38271,B9EK06,Q8SSI6,Q6P0G8,Q2YDL1
1233,SEQ_8D788DA06E3F,R0415_phdfingerdomain_SEQ_8D788DA06E3F|phdfingerdomain|PHD finger protein MALE STERILITY 1,R0415_phdfingerdomain_SEQ_8D788DA06E3F|phdfingerdomain|PHD_finger_protein_MALE_STERILITY_1,20,Q9M9L0,0.38620484721210957,low,Q54L48,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q9UT86,Q9DAG9,Q9WTZ1,Q9UBF6,Q9FEN9,P0DH78,Q9SRM4,F4JL28,Q20052,Q9BWX1,A2WXR5,Q9M2B4,Q3UIW8,Q7F2Z1
1234,SEQ_C77CD4D0B097,R0416_betarolldomain_SEQ_C77CD4D0B097|betarolldomain|Pectinesterase 1,R0416_betarolldomain_SEQ_C77CD4D0B097|betarolldomain|Pectinesterase_1,20,P14280,1.0,high,Q96575,P09607,Q96576,Q1JPL7,P83947,Q9FK05,Q9SMY7,Q9LXK7,Q9M9W7,O81320,Q1PEC0,Q9SG77,Q43143,Q9FF78,Q84JX1,Q9M3B0,O49298,Q3EAY9,Q42534
1235,SEQ_86ED9068BC3F,R0417_phdfingerdomain_SEQ_86ED9068BC3F|phdfingerdomain|PHD finger protein PERSISTENT TAPETAL CELL 1,R0417_phdfingerdomain_SEQ_86ED9068BC3F|phdfingerdomain|PHD_finger_protein_PERSISTENT_TAPETAL_CELL_1,20,Q54L48,0.40735496041396146,low,Q9M9L0,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q9UT86,Q9WTZ1,Q9UBF6,Q9DAG9,Q9FEN9,P0DH78,Q3UIW8,F4JL28,Q9BWX1,Q20052,Q9SRM4,Q6AXW4,Q8N6M9,A2WXR5
1236,SEQ_D841EBEEC805,R0418_betarolldomain_SEQ_D841EBEEC805|betarolldomain|Pectinesterase/pectinesterase inhibitor 3,R0418_betarolldomain_SEQ_D841EBEEC805|betarolldomain|Pectinesterase_pectinesterase_inhibitor_3,20,O49006,1.0,high,P83948,Q42534,O04886,Q43143,Q9FK05,Q1JPL7,Q96575,Q43111,Q9FF78,Q9SG77,P09607,Q43867,Q9FJ21,Q9M3B0,Q8GXA1,P14280,Q96576,O49298,O22256
1237,SEQ_E4EA997AC4F5,R0419_phdfingerdomain_SEQ_E4EA997AC4F5|phdfingerdomain|PHD finger protein 11,R0419_phdfingerdomain_SEQ_E4EA997AC4F5|phdfingerdomain|PHD_finger_protein_11,20,P80171,0.5725023253926373,medium,A1SLV4,B0K9Z9,A8MH95,Q8R9U1,B0K1Y2,B5E9N4,C6E2G9,B8I388,O50656,Q2J6Y2,A5G6A1,B3E4R2,A8L585,Q6AML3,Q1IVD0,B9M905,Q97IB7,Q0AYX5,Q0SS87
1238,SEQ_07630112A11A,R0420_phdfingerdomain_SEQ_07630112A11A|phdfingerdomain|PHD finger protein 11,R0420_phdfingerdomain_SEQ_07630112A11A|phdfingerdomain|PHD_finger_protein_11,20,P80171,0.525430612670803,medium,P26249,P49328,A1SLV4,A8MH95,Q2J6Y2,P41502,P55932,Q8R9U1,A8L585,B8I388,B5E9N4,C6E2G9,B0K9Z9,O50656,A5G6A1,B3E4R2,P19980,Q1IVD0,P81949
1240,SEQ_58918E464CDE,R0421_phdfingerdomain_SEQ_58918E464CDE|phdfingerdomain|PHD finger protein 1,R0421_phdfingerdomain_SEQ_58918E464CDE|phdfingerdomain|PHD_finger_protein_1,20,Q9M9L0,0.4191778438618421,low,Q54L48,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q9UT86,Q9WTZ1,Q9UBF6,Q9DAG9,P0DH78,Q20052,Q3UIW8,Q9BWX1,Q9FEN9,Q6AXW4,Q9SZL4,Q9D4J7,Q5R5Z2,Q8IWS0
1271,SEQ_131E86FCD02E,R0422_affimer_SEQ_131E86FCD02E|affimer|,R0422_affimer_SEQ_131E86FCD02E|affimer|,20,P01037,1.0,high,P01036,P09228,P01038,P21460,J3SE80,O97862,P14841,P01035,O19092,P28325,O19093,Q15828,P01034,B2Z450,P81061,E3P6N5,J3RYX9,E3P6N4,E3P6P2
1272,SEQ_B6B13393D2A9,R0423_betarolldomain_SEQ_B6B13393D2A9|betarolldomain|Polygalacturonase ADPG1,R0423_betarolldomain_SEQ_B6B13393D2A9|betarolldomain|Polygalacturonase_ADPG1,20,P27644,0.7123455363187503,high,P32185,P81343,B8NJZ7,Q5B024,Q0CCF8,Q4WKV8,B0Y953,P26509,A1D5E3,P18192,Q65EF5,Q0CJ20,P37133,I1BYN5,P26213,A2QAH3,P24548,P44151,Q9X6Z2
1273,SEQ_14315019FD29,R0424_betarolldomain_SEQ_14315019FD29|betarolldomain|Polygalacturonase ADPG2,R0424_betarolldomain_SEQ_14315019FD29|betarolldomain|Polygalacturonase_ADPG2,20,P27644,0.7448858372394085,high,B8NJZ7,Q0CCF8,Q5B024,B0Y953,Q4WKV8,A1D5E3,Q0CJ20,A1DCY5,B0YB89,Q4WGV9,P24548,Q5AY82,Q0CJ49,Q9X6Z2,I1BYN5,A2QAH3,P26213,D3JTC1,Q2UBD8
1274,SEQ_07B9621965F6,R0425_affimer_SEQ_07B9621965F6|affimer|,R0425_affimer_SEQ_07B9621965F6|affimer|,20,Q80ZN5,1.0,high,Q8K5A3,Q9D269,O60676,P32766,O88969,Q8VII3,Q9H114,Q8VIH8,Q80Y72,Q8VII2,Q9H112,Q9DAN8,Q2NKZ5,Q9Z0H6,P19313,Q5W188,Q32KQ9,P28325,Q10992
1275,SEQ_DE6809BF3DA0,R0426_affimer_SEQ_DE6809BF3DA0|affimer|,R0426_affimer_SEQ_DE6809BF3DA0|affimer|,20,P01036,1.0,high,P09228,P01037,P01038,P21460,J3SE80,P14841,O97862,P01035,P28325,Q15828,E3P6N7,E3P6N4,E3P6N5,E3P6N8,E3P6P0,J3RYX9,O19092,Q2XXN5,E3P6N6
1276,SEQ_8C70DAA79C12,R0427_affimer_SEQ_8C70DAA79C12|affimer|,R0427_affimer_SEQ_8C70DAA79C12|affimer|,20,Q15828,1.0,high,E3P6P4,E3P6P3,P14841,P21460,E3P6N3,E3P6N4,E3P6N5,E3P6N8,O97862,E3P6N6,E3P6N7,E3P6P2,P01038,E3P6P0,J3RYX9,P01036,Q2XXN5,E3P6P1,O19092
1280,SEQ_72D07068C45E,R0428_centyrin_SEQ_72D07068C45E|centyrin|,R0428_centyrin_SEQ_72D07068C45E|centyrin|,20,Q25313,0.35635827901934647,low,Q9V3Y3,Q0Q028,Q7YQE5,Q9P7K7,Q5MGQ0,Q008X1,O96382,Q9SB67,P0C7U1,Q0Q029,Q6ZI50,Q81TM6,P0C963,Q765V4,G8HTB6,Q86RS3,P86861,P59812,Q7XK12
1281,SEQ_E345A7E52B30,R0429_affimer_SEQ_E345A7E52B30|affimer|,R0429_affimer_SEQ_E345A7E52B30|affimer|,20,Q9JM84,1.0,high,P28325,Q7M429,J3SE80,B2Z450,P35481,Q98967,E3P6N5,Q91195,E3P6N6,E3P6P2,B1P1J3,E3P6N4,E3P6P0,E3P6P1,P19313,P90698,Q6T6T4,E3P6N7,E3P6N8
1285,SEQ_B8ECC24617E4,R0430_affimer_SEQ_B8ECC24617E4|affimer|Affimer K6,R0430_affimer_SEQ_B8ECC24617E4|affimer|Affimer_K6,20,Q10992,0.8698795472314167,high,Q06445,Q03196,Q945Q1,Q9LEI7,Q10993,P25973,P81714,P08935,Q41906,P81061,P86472,Q10Q46,Q84WT8,P70202,Q6TPK4,Q41916,P09229,Q64361,P31726
1286,SEQ_0FE2A82C75CC,R0431_affimer_SEQ_0FE2A82C75CC|affimer|Affimer K3,R0431_affimer_SEQ_0FE2A82C75CC|affimer|Affimer_K3,20,Q10992,0.8577214301298142,high,Q03196,Q945Q1,Q06445,Q9LEI7,P25973,Q10993,P81714,P08935,Q41906,P81061,P86472,P70202,Q10Q46,Q84WT8,Q6TPK4,Q64361,Q41916,P09229,P15175
1287,SEQ_DD390BD6618B,R0432_affimer_SEQ_DD390BD6618B|affimer|Affimer K69,R0432_affimer_SEQ_DD390BD6618B|affimer|Affimer_K69,20,Q10992,0.8661163730443668,high,Q06445,Q03196,Q945Q1,Q9LEI7,Q10993,P25973,P81714,P08935,Q41906,P81061,P70202,P86472,Q10Q46,Q64361,Q84WT8,Q6TPK4,Q41916,P09229,Q9BS40
1288,SEQ_B9790A258E79,R0433_betarolldomain_SEQ_B9790A258E79|betarolldomain|Pectate lyase 1,R0433_betarolldomain_SEQ_B9790A258E79|betarolldomain|Pectate_lyase_1,20,P81294,1.0,high,Q9LLT1,Q9SCG9,Q96385,P18632,P27761,P27759,P27760,Q9FM66,P27762,P28744,O65456,O65457,P40972,P15721,P40973,Q9M9S2,Q9C8G4,P15722,O64510
1289,SEQ_42E90368788F,R0434_affimer_SEQ_42E90368788F|affimer|,R0434_affimer_SEQ_42E90368788F|affimer|,20,P21460,1.0,high,P14841,O19092,P01034,O97862,O19093,P01035,P01038,P01037,J3SE80,P01036,Q15828,E3P6P4,E3P6N4,E3P6N5,J3RYX9,Q2XXN5,E3P6N6,E3P6P1,E3P6N7
1290,SEQ_D1DE05651CD5,R0435_affimer_SEQ_D1DE05651CD5|affimer|,R0435_affimer_SEQ_D1DE05651CD5|affimer|,20,P14841,1.0,high,P21460,O19092,O19093,P01034,O97862,P01035,P01038,P01037,Q15828,J3RYX9,P01036,E3P6N4,E3P6P4,E3P6N5,E3P6P3,E3P6N6,E3P6N7,E3P6N8,E3P6P1
1292,SEQ_1C69B95FFF7C,R0436_adnectin_SEQ_1C69B95FFF7C|adnectin|10Fn3,R0436_adnectin_SEQ_1C69B95FFF7C|adnectin|10Fn3,20,P22081,0.6626203225058838,medium,Q16473,Q14213,O35228,Q7TNI4,Q80XF5,Q969J5,Q91289,Q9UMZ3,O88488,P0C5E4,P23468,P83907,Q64487,P39804,A2A8L5,Q64604,Q13332,B0V2N1,A4IFW2
1297,SEQ_98E39D0AAEED,R0437_phdfingerdomain_SEQ_98E39D0AAEED|phdfingerdomain|Histone lysine demethylase PHF8,R0437_phdfingerdomain_SEQ_98E39D0AAEED|phdfingerdomain|Histone_lysine_demethylase_PHF8,20,Q9M9L0,0.3915964650836372,low,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q54L48,Q9UT86,Q9DAG9,Q9WTZ1,Q9UBF6,Q9FEN9,F4JL28,P0DH78,Q9BWX1,Q6AXW4,Q9SRM4,Q8N6M9,Q3UIW8,Q9M2B4,B8BJV8
1298,SEQ_38265846653E,R0438_adnectin_SEQ_38265846653E|adnectin|Fibronectin type III domain,R0438_adnectin_SEQ_38265846653E|adnectin|Fibronectin_type_III_domain,20,P22081,0.6883332145095444,medium,Q16473,Q91289,Q14213,O35228,Q7TNI4,Q80XF5,P23468,Q9UMZ3,Q64487,Q13332,Q28902,Q969J5,B0V2N1,Q64605,A2A8L5,O88488,Q64604,P0C5E4,A4IFW2
1299,SEQ_9DF1669A3490,R0439_adnectin_SEQ_9DF1669A3490|adnectin|Fibronectin type III domain,R0439_adnectin_SEQ_9DF1669A3490|adnectin|Fibronectin_type_III_domain,20,P22081,0.6757042844586181,medium,Q16473,Q14213,Q91289,Q7TNI4,Q80XF5,O35228,Q969J5,Q9UMZ3,P23468,Q64487,Q28902,Q13332,B0V2N1,O88488,P0C5E4,Q64605,A2A8L5,Q64604,A4IFW2
1300,SEQ_727D091D17B1,R0440_adnectin_SEQ_727D091D17B1|adnectin|Fibronectin type III domain,R0440_adnectin_SEQ_727D091D17B1|adnectin|Fibronectin_type_III_domain,20,P22081,0.6734852646935181,medium,Q16473,Q91289,Q14213,Q80XF5,Q7TNI4,O35228,Q969J5,Q9UMZ3,P23468,Q64487,Q28902,Q13332,P0C5E4,O88488,A2A8L5,B0V2N1,Q64604,A4IFW2,Q64605
1301,SEQ_23678349F856,R0441_adnectin_SEQ_23678349F856|adnectin|Fibronectin type III domain,R0441_adnectin_SEQ_23678349F856|adnectin|Fibronectin_type_III_domain,20,P22081,0.6864982769088748,medium,Q16473,Q14213,Q7TNI4,O35228,Q80XF5,Q91289,Q9UMZ3,Q969J5,O88488,P0C5E4,P23468,Q64487,Q28902,Q13332,B0V2N1,A2A8L5,P16621,A4IFW2,Q64605
1302,SEQ_BE2BC7607FC4,R0442_adnectin_SEQ_BE2BC7607FC4|adnectin|Fibronectin type III domain,R0442_adnectin_SEQ_BE2BC7607FC4|adnectin|Fibronectin_type_III_domain,20,P22081,0.6793653393663313,medium,Q16473,Q7TNI4,Q14213,Q80XF5,O35228,Q969J5,Q9UMZ3,Q91289,P0C5E4,O88488,P23468,Q64487,P39804,Q28902,P16621,Q13332,A2A8L5,A4IFW2,P83907
1303,SEQ_EC446FD807EF,R0443_adnectin_SEQ_EC446FD807EF|adnectin|Fibronectin type III domain,R0443_adnectin_SEQ_EC446FD807EF|adnectin|Fibronectin_type_III_domain,20,P22081,0.676887686762619,medium,Q16473,Q14213,Q7TNI4,Q80XF5,O35228,Q91289,Q969J5,Q9UMZ3,O88488,P23468,P0C5E4,Q64487,Q13332,B0V2N1,Q28902,Q64605,A2A8L5,Q64604,A4IFW2
1304,SEQ_59849E9E398B,R0444_adnectin_SEQ_59849E9E398B|adnectin|Fibronectin type III domain,R0444_adnectin_SEQ_59849E9E398B|adnectin|Fibronectin_type_III_domain,20,P22081,0.6633103650561907,medium,Q16473,Q7TNI4,Q80XF5,Q14213,Q969J5,O35228,Q91289,Q9UMZ3,O88488,P0C5E4,B6HQN4,P23468,Q64487,P83907,Q13332,B0V2N1,Q28902,A2A8L5,P39804
1305,SEQ_47DF988F4FB1,R0445_centyrin_SEQ_47DF988F4FB1|centyrin|,R0445_centyrin_SEQ_47DF988F4FB1|centyrin|,20,Q6DF48,0.3625870403811362,low,Q6DD09,Q9DEX1,Q9SB67,Q9P7K7,P70615,Q2KJ21,P09010,Q8LD98,Q6ZI50,P14731,P20700,P14733,Q5R7H1,A2BGD5,Q21443,Q13137,Q03252,A2A6M5,P86861
1306,SEQ_5280192C1760,R0446_betarolldomain_SEQ_5280192C1760|betarolldomain|Pectinesterase 31,R0446_betarolldomain_SEQ_5280192C1760|betarolldomain|Pectinesterase_31,20,Q9LVQ0,1.0,high,P83218,P85076,Q12535,P17872,Q2UBD9,Q9ZQA4,B8NPS7,B0Y9F9,Q4WBT5,Q9FKF3,O04953,A2QK82,A1DBT4,Q4PT34,Q5B7U0,Q9SIJ9,Q3E9D3,Q4PSN0,Q43043
1310,SEQ_0D402EEFD6AA,R0447_phdfingerdomain_SEQ_0D402EEFD6AA|phdfingerdomain|Lysine-specific demethylase PHF2,R0447_phdfingerdomain_SEQ_0D402EEFD6AA|phdfingerdomain|Lysine-specific_demethylase_PHF2,20,Q9M9L0,0.37375546403266924,low,Q3ZCF6,Q9CPX9,Q5R8A2,Q9NYG5,Q54L48,Q9DAG9,Q9UT86,Q9WTZ1,Q9UBF6,Q9FEN9,F4JL28,Q9BWX1,Q6AXW4,P0DH78,Q9SRM4,Q8N6M9,Q9M2B4,Q20052,B8BJV8
1313,SEQ_088238503058,R0448_centyrin_SEQ_088238503058|centyrin|,R0448_centyrin_SEQ_088238503058|centyrin|,20,G8HTB6,0.31700467833454127,low,Q8SRM1,Q9PWR4,Q4KLY3,I1S537,Q29RR6,Q91664,P15278,Q00609,P42071,P51509,P51510,Q9D2J4,Q0ZGT2,Q99795,Q9DEX1,P42082,Q2KJ21,Q6DD09,B0D4E7
1318,SEQ_F1C9AFAB1037,R0449_centyrin_SEQ_F1C9AFAB1037|centyrin|,R0449_centyrin_SEQ_F1C9AFAB1037|centyrin|,20,G8HTB6,0.2989990253285981,unsupported,P51509,I1S537,B0D4E7,P98152,Q9SB67,Q7YQE5,P51510,Q04206,Q086E4,P28159,Q04865,Q8SRM1,Q8XV02,Q8XE35,P76464,Q04207,Q9RYL9,Q9HVT2,P76578
1319,SEQ_10DA231968E3,R0450_affimer_SEQ_10DA231968E3|affimer|,R0450_affimer_SEQ_10DA231968E3|affimer|,20,P09228,1.0,high,P01036,P01037,P01038,Q15828,J3SE80,P14841,P21460,E3P6N3,E3P6N8,P01035,Q32KQ9,E3P6N7,E3P6P0,Q2XXN5,E3P6N4,E3P6N5,E3P6P2,E3P6P3,J3RYX9
1320,SEQ_29518A94B59F,R0451_affimer_SEQ_29518A94B59F|affimer|,R0451_affimer_SEQ_29518A94B59F|affimer|,20,P19313,1.0,high,P28325,J3SE80,Q9DAN8,Q9JM84,P32766,Q80ZN5,A0A0K0IP23,Q7M429,Q8K5A3,P35481,O60676,O88969,Q8VII2,Q8VII3,Q9D269,B2Z450,Q8VIH8,Q9H112,Q6T6T4
1328,SEQ_1D442C0A941F,R0452_cyclotide_SEQ_1D442C0A941F|cyclotide|Violacin-A,R0452_cyclotide_SEQ_1D442C0A941F|cyclotide|Violacin-A,20,P58457,0.9957000017166138,high,I0B6F5,B3EWH6,I0B6F2,B3EWH5,I0B6G2,G1CWH8,G1CWH3,P86841,G1CWH6,C0HKG0,G1CWH5,P86842,G1CWH1,C0HKG1,P86899,C0HK32,C0HKI8,P84649,C0HL14
1329,SEQ_B47F85503547,R0453_centyrin_SEQ_B47F85503547|centyrin|,R0453_centyrin_SEQ_B47F85503547|centyrin|,20,G8HTB6,0.3332921729071998,low,Q8SRM1,P35330,P15278,O74515,B0D4E7,Q29RR6,Q9SB67,Q4KLY3,P42082,Q5NKV1,P42070,Q086E4,P42071,P34376,Q5NKV2,I1S537,Q28260,Q9V3Y3,Q00609
1330,SEQ_CA14902C8B97,R0454_centyrin_SEQ_CA14902C8B97|centyrin|,R0454_centyrin_SEQ_CA14902C8B97|centyrin|,20,G8HTB6,0.33729619783287035,low,P15278,P35330,Q8SRM1,O74515,P42082,Q29RR6,Q9SB67,Q4KLY3,B0D4E7,P42070,P42071,Q00609,P33681,Q5NKV1,I1S537,Q9PWR4,Q5NKV2,Q7Z7D3,Q9D2J4
1334,SEQ_87DE60EA3BB2,R0455_affimer_SEQ_87DE60EA3BB2|affimer|,R0455_affimer_SEQ_87DE60EA3BB2|affimer|,20,Q10992,0.7010063916812896,high,Q03196,Q945Q1,Q06445,Q10993,Q9LEI7,P25973,P08935,P81714,P81061,Q5R1U3,Q29290,P35478,J7FQE8,Q8WNR9,P56567,P80416,Q862Z5,Q10Q46,P01039
