row_index,protein_label,scaffold,canonical_name,selected_structure_type,selected_structure_source_path,selected_structure_bundle_path,structure_locator,structure_best_available_source
627,R0628_betarolldomain_SEQ_170CD844E091,betarolldomain,Pectinesterase QRT1,local_exact_prediction,<local_path_removed>/SEQ_170CD844E091_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0628_betarolldomain_SEQ_170CD844E091_local_exact_prediction.pdb,,local_exact_sequence_prediction
628,R0629_knottin_SEQ_FE48CFAAB74F,knottin,Beta-diguetoxin-Dc1a,PDB_exact,<local_path_removed>/SEQ_FE48CFAAB74F_2MI5_full.pdb,<local_path_removed>/R0629_knottin_SEQ_FE48CFAAB74F_PDB_exact.pdb,,PDB_exact_experimental
629,R0630_knottin_SEQ_46DDCB322022,knottin,Mu-theraphotoxin-Cg1a,PDB_exact,<local_path_removed>/SEQ_46DDCB322022_8CIQ_full.pdb,<local_path_removed>/R0630_knottin_SEQ_46DDCB322022_PDB_exact.pdb,,PDB_exact_experimental
630,R0631_knottin_SEQ_862D71FB1673,knottin,Kappa-theraphotoxin-Cg1a 6,PDB_exact,<local_path_removed>/SEQ_862D71FB1673_2A2V_full.pdb,<local_path_removed>/R0631_knottin_SEQ_862D71FB1673_PDB_exact.pdb,,PDB_exact_experimental
631,R0632_knottin_SEQ_7DEFF1194CC5,knottin,Kappa-theraphotoxin-Cg1a 1,PDB_exact,<local_path_removed>/SEQ_7DEFF1194CC5_2A2V_full.pdb,<local_path_removed>/R0632_knottin_SEQ_7DEFF1194CC5_PDB_exact.pdb,,PDB_exact_experimental
632,R0633_knottin_SEQ_4CA042E0D079,knottin,Kappa-theraphotoxin-Cg1a 3,PDB_exact,<local_path_removed>/SEQ_4CA042E0D079_2A2V_full.pdb,<local_path_removed>/R0633_knottin_SEQ_4CA042E0D079_PDB_exact.pdb,,PDB_exact_experimental
633,R0634_knottin_SEQ_58C6CEF5D6C2,knottin,Kappa-theraphotoxin-Cg1a 5,PDB_exact,<local_path_removed>/SEQ_58C6CEF5D6C2_2A2V_full.pdb,<local_path_removed>/R0634_knottin_SEQ_58C6CEF5D6C2_PDB_exact.pdb,,PDB_exact_experimental
634,R0635_knottin_SEQ_BC0A74B2B05C,knottin,Kappa-theraphotoxin-Cg1a 2,PDB_exact,<local_path_removed>/SEQ_BC0A74B2B05C_2A2V_full.pdb,<local_path_removed>/R0635_knottin_SEQ_BC0A74B2B05C_PDB_exact.pdb,,PDB_exact_experimental
635,R0636_betarolldomain_SEQ_3549A3BA31DB,betarolldomain,Pectate lyase L,PDB_exact,<local_path_removed>/SEQ_3549A3BA31DB_1RU4_full.pdb,<local_path_removed>/R0636_betarolldomain_SEQ_3549A3BA31DB_PDB_exact.pdb,1RU4_A:26-425,PDB_exact_experimental_located
636,R0637_betarolldomain_SEQ_86573A2E6FB1,betarolldomain,Pectin lyase A,PDB_exact,<local_path_removed>/SEQ_86573A2E6FB1_1IDJ_full.pdb,<local_path_removed>/R0637_betarolldomain_SEQ_86573A2E6FB1_PDB_exact.pdb,1IDJ_A:1-359,PDB_exact_experimental_located
637,R0638_affimer_SEQ_4ADB8B54493E,affimer,,local_exact_prediction,<local_path_removed>/SEQ_4ADB8B54493E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0638_affimer_SEQ_4ADB8B54493E_local_exact_prediction.pdb,,local_exact_sequence_prediction
638,R0639_EVH1domain_SEQ_B2909736C4AA,EVH1domain,Sprouty-evh1,local_exact_prediction,<local_path_removed>/SEQ_B2909736C4AA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0639_EVH1domain_SEQ_B2909736C4AA_local_exact_prediction.pdb,,local_exact_sequence_prediction
639,R0640_phdfingerdomain_SEQ_AFD3A54B6581,phdfingerdomain,PHD finger protein 23B,local_exact_prediction,<local_path_removed>/SEQ_AFD3A54B6581_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0640_phdfingerdomain_SEQ_AFD3A54B6581_local_exact_prediction.pdb,,local_exact_sequence_prediction
640,R0641_phdfingerdomain_SEQ_CA876C0F7C44,phdfingerdomain,PHD finger protein 23A,local_exact_prediction,<local_path_removed>/SEQ_CA876C0F7C44_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0641_phdfingerdomain_SEQ_CA876C0F7C44_local_exact_prediction.pdb,,local_exact_sequence_prediction
641,R0642_phdfingerdomain_SEQ_6326F631A7A2,phdfingerdomain,PHD finger protein 23A,local_exact_prediction,<local_path_removed>/SEQ_6326F631A7A2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0642_phdfingerdomain_SEQ_6326F631A7A2_local_exact_prediction.pdb,,local_exact_sequence_prediction
642,R0643_adnectin_SEQ_D0E5B4256019,adnectin,10th human fibronectin type III domain,PDB_exact,<local_path_removed>/SEQ_D0E5B4256019_1FNA_full.pdb,<local_path_removed>/R0643_adnectin_SEQ_D0E5B4256019_PDB_exact.pdb,1FNA_A,PDB_exact_experimental_located
643,R0644_adnectin_SEQ_3E1D2FD0C4AA,adnectin,10th fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_3E1D2FD0C4AA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0644_adnectin_SEQ_3E1D2FD0C4AA_local_exact_prediction.pdb,,local_exact_sequence_prediction
644,R0645_affimer_SEQ_24E1D531E185,affimer,,local_exact_prediction,<local_path_removed>/SEQ_24E1D531E185_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0645_affimer_SEQ_24E1D531E185_local_exact_prediction.pdb,,local_exact_sequence_prediction
645,R0646_betarolldomain_SEQ_13598AFE3707,betarolldomain,Mannose-1-phosphate guanylyltransferase regulatory subunit alpha,local_exact_prediction,<local_path_removed>/SEQ_13598AFE3707_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0646_betarolldomain_SEQ_13598AFE3707_local_exact_prediction.pdb,,local_exact_sequence_prediction
646,R0647_betarolldomain_SEQ_DD35B81C5D82,betarolldomain,Pectinesterase A,PDB_exact,<local_path_removed>/SEQ_DD35B81C5D82_2NTB_full.pdb,<local_path_removed>/R0647_betarolldomain_SEQ_DD35B81C5D82_PDB_exact.pdb,2NTB_A:25-366,PDB_exact_experimental_located
647,R0648_betarolldomain_SEQ_ECAABA54BEC8,betarolldomain,Probable pectate lyase 13,local_exact_prediction,<local_path_removed>/SEQ_ECAABA54BEC8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0648_betarolldomain_SEQ_ECAABA54BEC8_local_exact_prediction.pdb,,local_exact_sequence_prediction
648,R0649_betarolldomain_SEQ_314DDC691615,betarolldomain,Pectate trisaccharide-lyase,PDB_exact,<local_path_removed>/SEQ_314DDC691615_3ZSC_chain_A_124_146_slice.pdb,<local_path_removed>/R0649_betarolldomain_SEQ_314DDC691615_PDB_exact.pdb,3ZSC_A:124-146,PDB_exact_experimental_located
649,R0650_adnectin_SEQ_9DE0955785C7,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_9DE0955785C7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0650_adnectin_SEQ_9DE0955785C7_local_exact_prediction.pdb,,local_exact_sequence_prediction
650,R0651_adnectin_SEQ_96E9EFFEE532,adnectin,Human Serum Albumin,local_exact_prediction,<local_path_removed>/SEQ_96E9EFFEE532_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0651_adnectin_SEQ_96E9EFFEE532_local_exact_prediction.pdb,,local_exact_sequence_prediction
651,R0652_centyrin_SEQ_91E9A16D4ADF,centyrin,Centyrin,PDB_exact,<local_path_removed>/SEQ_91E9A16D4ADF_5L2H_full.pdb,<local_path_removed>/R0652_centyrin_SEQ_91E9A16D4ADF_PDB_exact.pdb,5L2H_A,PDB_exact_experimental_located
652,R0653_centyrin_SEQ_DF147CF0D9B8,centyrin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_DF147CF0D9B8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0653_centyrin_SEQ_DF147CF0D9B8_local_exact_prediction.pdb,,local_exact_sequence_prediction
653,R0654_adnectin_SEQ_0F83F070F76A,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_0F83F070F76A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0654_adnectin_SEQ_0F83F070F76A_local_exact_prediction.pdb,,local_exact_sequence_prediction
654,R0655_adnectin_SEQ_23C67CFDF782,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_23C67CFDF782_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0655_adnectin_SEQ_23C67CFDF782_local_exact_prediction.pdb,,local_exact_sequence_prediction
655,R0656_adnectin_SEQ_230648F2589B,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_230648F2589B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0656_adnectin_SEQ_230648F2589B_local_exact_prediction.pdb,,local_exact_sequence_prediction
656,R0657_adnectin_SEQ_9AB0C30407F9,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_9AB0C30407F9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0657_adnectin_SEQ_9AB0C30407F9_local_exact_prediction.pdb,,local_exact_sequence_prediction
657,R0658_adnectin_SEQ_2AC3CEABCF0C,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_2AC3CEABCF0C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0658_adnectin_SEQ_2AC3CEABCF0C_local_exact_prediction.pdb,,local_exact_sequence_prediction
658,R0659_adnectin_SEQ_DF7D916FC00A,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_DF7D916FC00A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0659_adnectin_SEQ_DF7D916FC00A_local_exact_prediction.pdb,,local_exact_sequence_prediction
659,R0660_adnectin_SEQ_DE2598342C3E,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_DE2598342C3E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0660_adnectin_SEQ_DE2598342C3E_local_exact_prediction.pdb,,local_exact_sequence_prediction
660,R0661_adnectin_SEQ_5F65C6EA6479,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_5F65C6EA6479_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0661_adnectin_SEQ_5F65C6EA6479_local_exact_prediction.pdb,,local_exact_sequence_prediction
661,R0662_adnectin_SEQ_964CD7A4A23B,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_964CD7A4A23B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0662_adnectin_SEQ_964CD7A4A23B_local_exact_prediction.pdb,,local_exact_sequence_prediction
662,R0663_adnectin_SEQ_2FF364B72630,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_2FF364B72630_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0663_adnectin_SEQ_2FF364B72630_local_exact_prediction.pdb,,local_exact_sequence_prediction
663,R0664_adnectin_SEQ_5F1A35AC1FBE,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_5F1A35AC1FBE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0664_adnectin_SEQ_5F1A35AC1FBE_local_exact_prediction.pdb,,local_exact_sequence_prediction
664,R0665_adnectin_SEQ_9B1CD45E98B2,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_9B1CD45E98B2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0665_adnectin_SEQ_9B1CD45E98B2_local_exact_prediction.pdb,,local_exact_sequence_prediction
665,R0666_centyrin_SEQ_5815CE572855,centyrin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_5815CE572855_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0666_centyrin_SEQ_5815CE572855_local_exact_prediction.pdb,,local_exact_sequence_prediction
666,R0667_centyrin_SEQ_0DC0C58FDA98,centyrin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_0DC0C58FDA98_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0667_centyrin_SEQ_0DC0C58FDA98_local_exact_prediction.pdb,,local_exact_sequence_prediction
667,R0668_centyrin_SEQ_5EC4B892FEA2,centyrin,Centyrin S26,PDB_exact,<local_path_removed>/SEQ_5EC4B892FEA2_7T82_chain_F.pdb,<local_path_removed>/R0668_centyrin_SEQ_5EC4B892FEA2_PDB_exact.pdb,7T82_F,PDB_exact_experimental_located
668,R0669_adnectin_SEQ_3BF5C512ABEC,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_3BF5C512ABEC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0669_adnectin_SEQ_3BF5C512ABEC_local_exact_prediction.pdb,,local_exact_sequence_prediction
669,R0670_adnectin_SEQ_87552D851FED,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_87552D851FED_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0670_adnectin_SEQ_87552D851FED_local_exact_prediction.pdb,,local_exact_sequence_prediction
670,R0671_adnectin_SEQ_79752B71EE52,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_79752B71EE52_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0671_adnectin_SEQ_79752B71EE52_local_exact_prediction.pdb,,local_exact_sequence_prediction
671,R0672_adnectin_SEQ_E9163F31FCD2,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_E9163F31FCD2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0672_adnectin_SEQ_E9163F31FCD2_local_exact_prediction.pdb,,local_exact_sequence_prediction
672,R0673_adnectin_SEQ_858A1009C71B,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_858A1009C71B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0673_adnectin_SEQ_858A1009C71B_local_exact_prediction.pdb,,local_exact_sequence_prediction
673,R0674_adnectin_SEQ_FEC0B1A5BDF1,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_FEC0B1A5BDF1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0674_adnectin_SEQ_FEC0B1A5BDF1_local_exact_prediction.pdb,,local_exact_sequence_prediction
674,R0675_adnectin_SEQ_879F62B1178F,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_879F62B1178F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0675_adnectin_SEQ_879F62B1178F_local_exact_prediction.pdb,,local_exact_sequence_prediction
675,R0676_adnectin_SEQ_17ACCA1BDECC,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_17ACCA1BDECC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0676_adnectin_SEQ_17ACCA1BDECC_local_exact_prediction.pdb,,local_exact_sequence_prediction
676,R0677_adnectin_SEQ_97D81BF565ED,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_97D81BF565ED_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0677_adnectin_SEQ_97D81BF565ED_local_exact_prediction.pdb,,local_exact_sequence_prediction
677,R0678_adnectin_SEQ_96CAAB04162D,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_96CAAB04162D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0678_adnectin_SEQ_96CAAB04162D_local_exact_prediction.pdb,,local_exact_sequence_prediction
678,R0679_adnectin_SEQ_FBC9F7BEC5A0,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_FBC9F7BEC5A0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0679_adnectin_SEQ_FBC9F7BEC5A0_local_exact_prediction.pdb,,local_exact_sequence_prediction
679,R0680_adnectin_SEQ_D2344C03D8EE,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_D2344C03D8EE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0680_adnectin_SEQ_D2344C03D8EE_local_exact_prediction.pdb,,local_exact_sequence_prediction
680,R0681_adnectin_SEQ_D4B49B4C93AC,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_D4B49B4C93AC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0681_adnectin_SEQ_D4B49B4C93AC_local_exact_prediction.pdb,,local_exact_sequence_prediction
681,R0682_adnectin_SEQ_E634D32CCCF3,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_E634D32CCCF3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0682_adnectin_SEQ_E634D32CCCF3_local_exact_prediction.pdb,,local_exact_sequence_prediction
682,R0683_adnectin_SEQ_4765E7F3F3BE,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_4765E7F3F3BE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0683_adnectin_SEQ_4765E7F3F3BE_local_exact_prediction.pdb,,local_exact_sequence_prediction
683,R0684_adnectin_SEQ_CBE79D444CBA,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_CBE79D444CBA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0684_adnectin_SEQ_CBE79D444CBA_local_exact_prediction.pdb,,local_exact_sequence_prediction
684,R0685_adnectin_SEQ_6C3629F3C236,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_6C3629F3C236_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0685_adnectin_SEQ_6C3629F3C236_local_exact_prediction.pdb,,local_exact_sequence_prediction
685,R0686_adnectin_SEQ_744C4C1B4167,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_744C4C1B4167_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0686_adnectin_SEQ_744C4C1B4167_local_exact_prediction.pdb,,local_exact_sequence_prediction
686,R0687_adnectin_SEQ_C6D83F244AB1,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_C6D83F244AB1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0687_adnectin_SEQ_C6D83F244AB1_local_exact_prediction.pdb,,local_exact_sequence_prediction
687,R0688_adnectin_SEQ_0D280AEE37E0,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_0D280AEE37E0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0688_adnectin_SEQ_0D280AEE37E0_local_exact_prediction.pdb,,local_exact_sequence_prediction
688,R0689_adnectin_SEQ_68356F7C0538,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_68356F7C0538_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0689_adnectin_SEQ_68356F7C0538_local_exact_prediction.pdb,,local_exact_sequence_prediction
689,R0690_adnectin_SEQ_B4DBE7CACEF5,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_B4DBE7CACEF5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0690_adnectin_SEQ_B4DBE7CACEF5_local_exact_prediction.pdb,,local_exact_sequence_prediction
690,R0691_adnectin_SEQ_39C5F2A7DFB0,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_39C5F2A7DFB0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0691_adnectin_SEQ_39C5F2A7DFB0_local_exact_prediction.pdb,,local_exact_sequence_prediction
691,R0692_adnectin_SEQ_CBCE07489F38,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_CBCE07489F38_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0692_adnectin_SEQ_CBCE07489F38_local_exact_prediction.pdb,,local_exact_sequence_prediction
692,R0693_centyrin_SEQ_15D03A2D732C,centyrin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_15D03A2D732C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0693_centyrin_SEQ_15D03A2D732C_local_exact_prediction.pdb,,local_exact_sequence_prediction
693,R0694_adnectin_SEQ_F4CFFDB25B74,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_F4CFFDB25B74_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0694_adnectin_SEQ_F4CFFDB25B74_local_exact_prediction.pdb,,local_exact_sequence_prediction
694,R0695_adnectin_SEQ_1765D5F46605,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_1765D5F46605_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0695_adnectin_SEQ_1765D5F46605_local_exact_prediction.pdb,,local_exact_sequence_prediction
695,R0696_centyrin_SEQ_2B48D66356C8,centyrin,Centyrin S17,PDB_exact,<local_path_removed>/SEQ_2B48D66356C8_7T87_chain_C.pdb,<local_path_removed>/R0696_centyrin_SEQ_2B48D66356C8_PDB_exact.pdb,7T87_C,PDB_exact_experimental_located
696,R0697_centyrin_SEQ_787BEE6C5AAE,centyrin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_787BEE6C5AAE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0697_centyrin_SEQ_787BEE6C5AAE_local_exact_prediction.pdb,,local_exact_sequence_prediction
697,R0698_adnectin_SEQ_271F0BF5DAEC,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_271F0BF5DAEC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0698_adnectin_SEQ_271F0BF5DAEC_local_exact_prediction.pdb,,local_exact_sequence_prediction
698,R0699_adnectin_SEQ_43889C4CDB2D,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_43889C4CDB2D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0699_adnectin_SEQ_43889C4CDB2D_local_exact_prediction.pdb,,local_exact_sequence_prediction
699,R0700_adnectin_SEQ_E225C8AA9415,adnectin,Tencon,local_exact_prediction,<local_path_removed>/SEQ_E225C8AA9415_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0700_adnectin_SEQ_E225C8AA9415_local_exact_prediction.pdb,,local_exact_sequence_prediction
700,R0701_adnectin_SEQ_4D7806EAA3EF,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_4D7806EAA3EF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0701_adnectin_SEQ_4D7806EAA3EF_local_exact_prediction.pdb,,local_exact_sequence_prediction
701,R0702_adnectin_SEQ_989ED9219ADC,adnectin,EGFR,local_exact_prediction,<local_path_removed>/SEQ_989ED9219ADC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0702_adnectin_SEQ_989ED9219ADC_local_exact_prediction.pdb,,local_exact_sequence_prediction
702,R0703_adnectin_SEQ_A18DD4CE9377,adnectin,EGFR,local_exact_prediction,<local_path_removed>/SEQ_A18DD4CE9377_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0703_adnectin_SEQ_A18DD4CE9377_local_exact_prediction.pdb,,local_exact_sequence_prediction
703,R0704_adnectin_SEQ_3DD0FF8E7A6C,adnectin,EGFR,local_exact_prediction,<local_path_removed>/SEQ_3DD0FF8E7A6C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0704_adnectin_SEQ_3DD0FF8E7A6C_local_exact_prediction.pdb,,local_exact_sequence_prediction
704,R0705_adnectin_SEQ_57359D000665,adnectin,EGFR,local_exact_prediction,<local_path_removed>/SEQ_57359D000665_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0705_adnectin_SEQ_57359D000665_local_exact_prediction.pdb,,local_exact_sequence_prediction
